1	574
2	527
3	522
4	520
5	519
6	510
7	512
8	510
9	509
10	511
11	509
12	508
13	509
14	507
15	508
16	507
17	508
18	507
19	506
20	507
21	506
22	507
23	511
24	512
25	508
26	509
27	508
28	511
29	506
30	508
31	506
32	508
33	513
34	511
35	506
36	507
37	509
38	507
39	509
40	508
41	513
42	508
43	506
44	510
45	511
46	510
47	512
48	520
49	512
50	510
51	513
52	522
53	524
54	521
55	524
56	521
57	519
58	532
59	519
60	520
61	523
62	537
63	530
64	534
65	530
66	532
67	530
68	534
69	530
70	534
71	530
72	532
73	535
74	533
75	536
76	533
77	537
78	533
79	537
80	533
81	550
82	533
83	537
84	554
85	537
86	534
87	536
88	553
89	544
90	562
91	557
92	554
93	556
94	564
95	556
96	578
97	556
98	553
99	555
100	553
101	549
102	550
103	546
104	545
105	542
106	541
107	542
108	540
109	539
110	541
111	542
112	540
113	542
114	543
115	542
116	540
117	538
118	540
119	538
120	537
121	538
122	539
123	541
124	539
125	541
126	539
127	541
128	545
129	547
130	542
131	538
132	535
133	534
134	535
135	532
136	530
137	529
138	528
139	530
140	528
141	530
142	531
143	529
144	531
145	529
146	533
147	534
148	533
149	535
150	537
151	535
152	536
153	532
154	531
155	533
156	537
157	533
158	538
159	536
160	531
161	532
162	531
163	529
164	533
165	529
166	527
167	523
168	522
169	523
170	522
171	523
172	525
173	523
174	522
175	524
176	522
177	524
178	522
179	524
180	522
181	524
182	522
183	523
184	519
185	520
186	519
187	520
188	519
189	521
190	519
191	521
192	519
193	521
194	523
195	521
196	524
197	526
198	525
199	523
200	524
201	522
202	523
203	524
204	521
205	522
206	524
207	522
208	521
209	523
210	521
211	523
212	527
213	526
214	527
215	526
216	522
217	526
218	525
219	527
220	529
221	527
222	525
223	527
224	529
225	527
226	523
227	521
228	519
229	520
230	519
231	520
232	524
233	523
234	522
235	524
236	520
237	518
238	519
239	518
240	517
241	518
242	519
243	518
244	519
245	514
246	515
247	514
248	516
249	517
250	516
251	517
252	520
253	509
254	508
255	509
256	508
257	509
258	510
259	511
260	512
261	511
262	510
263	512
264	511
265	512
266	513
267	512
268	514
269	517
270	514
271	512
272	515
273	517
274	515
275	512
276	514
277	512
278	513
279	512
280	514
281	512
282	516
283	517
284	516
285	517
286	516
287	518
288	514
289	512
290	514
291	512
292	515
293	512
294	517
295	519
296	517
297	519
298	520
299	515
300	514
301	513
302	511
303	512
304	513
305	514
306	516
307	511
308	510
309	509
310	510
311	509
312	511
313	509
314	511
315	513
316	517
317	519
318	515
319	513
320	511
321	513
322	515
323	513
324	514
325	512
326	509
327	507
328	508
329	507
330	508
331	507
332	510
333	511
334	509
335	510
336	508
337	507
338	508
339	510
340	508
341	510
342	508
343	507
344	509
345	510
346	509
347	511
348	509
349	507
350	509
351	507
352	509
353	513
354	516
355	513
356	516
357	513
358	509
359	507
360	510
361	515
362	517
363	520
364	510
365	516
366	517
367	526
368	523
369	525
370	520
371	522
372	530
373	511
374	506
375	505
376	501
377	502
378	501
379	502
380	504
381	502
382	501
383	502
384	503
385	502
386	501
387	504
388	501
389	502
390	505
391	506
392	505
393	507
394	505
395	506
396	504
397	507
398	506
399	503
400	506
401	507
402	506
403	507
404	505
405	504
406	502
407	503
408	502
409	503
410	501
411	502
412	503
413	504
414	503
415	504
416	503
417	502
418	504
419	502
420	504
421	502
422	505
423	506
424	505
425	506
426	510
427	511
428	510
429	512
430	510
431	506
432	505
433	502
434	501
435	503
436	501
437	503
438	505
439	503
440	504
441	503
442	505
443	503
444	501
445	503
446	507
447	503
448	501
449	503
450	502
451	504
452	507
453	504
454	502
455	504
456	507
457	508
458	510
459	507
460	504
461	509
462	504
463	506
464	509
465	506
466	510
467	519
468	510
469	506
470	504
471	513
472	514
473	508
474	504
475	506
476	518
477	513
478	511
479	512
480	520
481	512
482	507
483	509
484	516
485	520
486	516
487	513
488	511
489	509
490	512
491	515
492	518
493	521
494	523
495	528
496	523
497	521
498	523
499	521
500	518
501	512
502	511
503	512
504	511
505	512
506	511
507	512
508	513
509	511
510	509
511	510
512	505
513	506
514	505
515	504
516	503
517	504
518	503
519	504
520	505
521	504
522	505
523	504
524	503
525	502
526	503
527	506
528	503
529	504
530	508
531	507
532	505
533	503
534	504
535	503
536	504
537	506
538	508
539	506
540	504
541	506
542	504
543	503
544	505
545	503
546	504
547	503
548	502
549	504
550	508
551	509
552	508
553	504
554	502
555	504
556	509
557	511
558	509
559	512
560	507
561	504
562	502
563	504
564	502
565	504
566	506
567	509
568	510
569	509
570	513
571	510
572	519
573	520
574	519
575	517
576	508
577	517
578	518
579	517
580	530
581	517
582	518
583	512
584	518
585	517
586	535
587	529
588	522
589	520
590	524
591	526
592	522
593	526
594	529
595	526
596	522
597	525
598	523
599	527
600	544
601	539
602	535
603	534
604	527
605	518
606	519
607	520
608	517
609	516
610	515
611	516
612	515
613	516
614	515
615	517
616	514
617	515
618	517
619	515
620	516
621	517
622	516
623	518
624	519
625	517
626	518
627	519
628	518
629	519
630	518
631	521
632	522
633	524
634	518
635	522
636	523
637	522
638	518
639	523
640	518
641	523
642	515
643	513
644	507
645	506
646	507
647	508
648	509
649	507
650	506
651	505
652	504
653	505
654	506
655	505
656	504
657	505
658	504
659	506
660	509
661	510
662	509
663	511
664	509
665	510
666	512
667	509
668	512
669	510
670	511
671	510
672	507
673	505
674	504
675	506
676	504
677	505
678	504
679	506
680	509
681	506
682	504
683	505
684	504
685	506
686	508
687	512
688	515
689	512
690	510
691	512
692	513
693	515
694	513
695	512
696	510
697	513
698	509
699	514
700	516
701	511
702	508
703	506
704	504
705	505
706	504
707	505
708	504
709	505
710	506
711	505
712	506
713	509
714	510
715	509
716	510
717	509
718	506
719	505
720	506
721	505
722	507
723	509
724	507
725	505
726	508
727	511
728	512
729	516
730	517
731	518
732	519
733	518
734	519
735	518
736	519
737	518
738	520
739	516
740	517
741	515
742	516
743	513
744	514
745	511
746	510
747	512
748	511
749	515
750	516
751	515
752	511
753	512
754	511
755	513
756	515
757	513
758	511
759	513
760	511
761	513
762	517
763	515
764	511
765	510
766	507
767	509
768	510
769	508
770	507
771	509
772	514
773	509
774	518
775	509
776	520
777	517
778	518
779	520
780	518
781	528
782	525
783	528
784	525
785	522
786	535
787	522
788	517
789	520
790	517
791	530
792	517
793	531
794	517
795	515
796	518
797	515
798	528
799	524
800	527
801	515
802	516
803	515
804	514
805	515
806	514
807	515
808	514
809	513
810	512
811	513
812	514
813	515
814	514
815	516
816	519
817	520
818	519
819	516
820	520
821	516
822	514
823	516
824	520
825	521
826	520
827	521
828	520
829	519
830	521
831	519
832	518
833	515
834	512
835	510
836	506
837	505
838	506
839	505
840	504
841	505
842	506
843	505
844	506
845	509
846	510
847	509
848	510
849	511
850	510
851	511
852	508
853	507
854	508
855	507
856	506
857	505
858	507
859	511
860	507
861	505
862	506
863	507
864	508
865	506
866	507
867	506
868	507
869	506
870	508
871	506
872	508
873	506
874	508
875	510
876	511
877	513
878	511
879	509
880	514
881	509
882	508
883	513
884	511
885	513
886	511
887	513
888	511
889	512
890	511
891	514
892	511
893	514
894	511
895	514
896	511
897	514
898	509
899	511
900	522
901	511
902	508
903	505
904	506
905	507
906	506
907	505
908	506
909	505
910	506
911	505
912	506
913	505
914	504
915	506
916	504
917	506
918	504
919	505
920	506
921	507
922	506
923	509
924	510
925	509
926	506
927	507
928	508
929	506
930	508
931	506
932	508
933	506
934	508
935	506
936	504
937	505
938	503
939	504
940	503
941	504
942	503
943	506
944	503
945	505
946	509
947	505
948	503
949	505
950	503
951	505
952	510
953	508
954	510
955	508
956	510
957	508
958	503
959	505
960	503
961	506
962	512
963	506
964	515
965	516
966	515
967	518
968	515
969	506
970	507
971	506
972	508
973	503
974	504
975	503
976	504
977	503
978	505
979	503
980	506
981	503
982	505
983	503
984	505
985	503
986	505
987	503
988	506
989	505
990	504
991	506
992	508
993	506
994	504
995	508
996	509
997	508
998	510
999	508
1000	504
1001	505
1002	504
1003	506
1004	507
1005	506
1006	508
1007	506
1008	504
1009	503
1010	504
1011	503
1012	505
1013	503
1014	505
1015	508
1016	509
1017	508
1018	505
1019	503
1020	505
1021	503
1022	505
1023	503
1024	505
1025	503
1026	506
1027	507
1028	506
1029	503
1030	507
1031	508
1032	509
1033	508
1034	504
1035	506
1036	504
1037	506
1038	511
1039	506
1040	515
1041	516
1042	515
1043	506
1044	517
1045	514
1046	527
1047	523
1048	525
1049	528
1050	516
1051	533
1052	526
1053	524
1054	540
1055	542
1056	534
1057	516
1058	514
1059	516
1060	514
1061	516
1062	518
1063	516
1064	536
1065	537
1066	528
1067	523
1068	524
1069	523
1070	520
1071	516
1072	514
1073	518
1074	517
1075	518
1076	517
1077	519
1078	522
1079	519
1080	517
1081	518
1082	519
1083	520
1084	519
1085	520
1086	522
1087	524
1088	522
1089	523
1090	525
1091	527
1092	521
1093	520
1094	521
1095	519
1096	518
1097	517
1098	518
1099	517
1100	516
1101	514
1102	515
1103	514
1104	513
1105	514
1106	513
1107	512
1108	511
1109	508
